Data;Medo;Alegria;Tristeza;Confianca;Raiva;Antecipacao;Desgosto;Surpresa;Polaridade
07/05/2021;0.16668333;0;0.66663334;0;0;0;0;0.16668333;79.99760043
10/05/2021;0.22224445;0;0.14812963;0.11112222;0.14812963;0.14812963;0.11112222;0.11112222;53.84295788
11/05/2021;0.13638636;0.09089091;0.13638636;0.13638636;0.13638636;0.09089091;0.18178182;0.09089091;54.54909018
13/05/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
14/05/2021;0.2;0;0;0.6;0;0;0.2;0;75
15/05/2021;0.25;0;0.25;0.25;0.25;0;0;0;66.66666666
16/05/2021;0.125;0;0.25;0.125;0.125;0.125;0.125;0.125;75
17/05/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
18/05/2021;0.5;0;0;0.5;0;0;0;0;50
19/05/2021;0;0;0;0.5;0;0;0.5;0;100
21/05/2021;0.25;0;0;0.5;0;0;0.25;0;66.66666667
23/05/2021;0.42855714;0;0.14288571;0;0.28567143;0;0.14288571;0;25.00437445
24/05/2021;0.087;0.1304;0.087;0.3043;0.087;0.1304;0.0435;0.1304;64.28454082
28/05/2021;0.25;0;0.15;0.25;0.1;0.05;0.15;0.05;61.53846154
29/05/2021;0.17863573;0.10712142;0.03570714;0.28575715;0.10712142;0.07141428;0.10712142;0.10712142;52.94020744
30/05/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
31/05/2021;0;0.25;0;0.25;0;0.25;0;0.25;50
01/06/2021;0.26317368;0;0.05259474;0.31576842;0.10528947;0.10528947;0.10528947;0.05259474;58.32805573
02/06/2021;0.21052105;0;0.05260526;0.36843684;0.05260526;0.05260526;0.15791579;0.10531053;66.66666667
03/06/2021;0.1395;0.0465;0.3721;0.1628;0.0465;0.1163;0.1163;0;74.19891802
04/06/2021;0.2308;0.2308;0.1538;0.2308;0;0.1538;0;0;45.45024817
05/06/2021;0.25;0;0.5;0;0.25;0;0;0;66.66666667
06/06/2021;0.2;0;0;0.5;0;0;0.2;0.1;71.42857143
07/06/2021;0.1619;0.0857;0.1524;0.2762;0.0952;0.0571;0.1048;0.0667;63.38361432
08/06/2021;0.0789;0.0526;0.1316;0.1842;0.1316;0.1579;0.1316;0.1316;70.6013861
09/06/2021;0.0929907;0.0929907;0.11628837;0.23257674;0.16278372;0.06979302;0.11628837;0.11628837;65.22714526
10/06/2021;0.09679032;0;0.16128387;0.32256774;0.09679032;0.16128387;0.09679032;0.06449355;83.33046324
11/06/2021;0.11111111;0.11111111;0.11111111;0.33333333;0;0.11111111;0.11111111;0.11111111;66.66666667
13/06/2021;0.3704;0;0.2593;0.0741;0.1111;0.1481;0;0.037;47.37141233
14/06/2021;0.5;0;0;0.5;0;0;0;0;50
15/06/2021;0;0;0;0;0.5;0;0.5;0;NAN
16/06/2021;0.1429;0;0.1429;0.5;0;0.0714;0.0714;0.0714;81.81471112
