Data;Medo;Alegria;Tristeza;Confianca;Raiva;Antecipacao;Desgosto;Surpresa;Polaridade
14/09/2020;0.1;0.1;0.2;0.2;0.1;0.2;0.1;0;66.66666666
01/10/2020;0.14288571;0;0.28567143;0;0.28567143;0;0.14288571;0.14288571;66.65888941
17/10/2020;0;0.25;0.25;0.25;0;0.25;0;0;66.66666666
27/10/2020;0;0;0.5;0.5;0;0;0;0;100
13/11/2020;0.14288571;0;0.28567143;0.14288571;0;0;0.42855714;0;74.99562554
14/11/2020;0.33333333;0;0;0;0.33333333;0.33333333;0;0;0
28/11/2020;0.18178182;0.04549545;0.18178182;0.09089091;0.18178182;0.04549545;0.13638636;0.13638636;54.54
08/12/2020;0.3125;0.0625;0.25;0;0.125;0;0.25;0;40
20/12/2020;0;0.2;0.2;0.4;0;0.2;0;0;75
28/12/2020;0;0;0.16668333;0;0.16668333;0;0.66663334;0;100
09/01/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
31/01/2021;0;0;0;0.3333;0;0.3333;0.1667;0.1667;100
19/02/2021;0;0.1667;0;0.1667;0.0833;0.3333;0.0833;0.1667;50
26/02/2021;0.5;0;0;0.5;0;0;0;0;50
05/03/2021;0.25;0;0;0.25;0.375;0;0.125;0;50
06/03/2021;0.33336667;0;0.33336667;0.08331666;0.08331666;0;0.08331666;0.08331666;55.55407373
08/03/2021;0;0.1;0.3;0.1;0.2;0.1;0.2;0;80
09/03/2021;0.1923;0.0769;0.2308;0.2692;0.0385;0.0769;0.0769;0.0385;65.00260011
10/03/2021;0.1143;0.1429;0.1429;0.1714;0.1429;0.1571;0.0571;0.0714;54.99562554
11/03/2021;0.2941;0;0.1765;0.2353;0.2353;0;0.0588;0;58.33687491
13/03/2021;0.07692308;0.15384615;0.07692308;0.15384615;0.15384615;0.15384615;0.15384615;0.07692308;50
14/03/2021;0.2143;0.0714;0.1429;0.2857;0.0714;0.1429;0;0.0714;60.00279995
16/03/2021;0.17648235;0.02939706;0.20587941;0.14708529;0.14708529;0.05879412;0.14708529;0.08819118;63.15977813
17/03/2021;0.125;0.125;0.25;0.1875;0.0625;0.125;0.125;0;63.63636363
18/03/2021;0.1714;0;0.1429;0.3143;0.1429;0;0.1714;0.0571;72.73305759
19/03/2021;0.125;0;0.125;0.25;0.25;0;0.25;0;75
20/03/2021;0.5;0;0;0;0.5;0;0;0;0
22/03/2021;0.125;0;0.125;0.3125;0.3125;0;0.125;0;77.77777778
23/03/2021;0.25;0;0.25;0.25;0;0;0;0.25;66.66666666
24/03/2021;0.19441944;0.08330833;0.250025;0.08330833;0.02780278;0.250025;0.02780278;0.08330833;54.54991817
26/03/2021;0.3333;0;0.1667;0;0.5;0;0;0;33.34
28/03/2021;0.6;0;0.2;0.2;0;0;0;0;40
29/03/2021;0.33333333;0;0.33333333;0;0;0.33333333;0;0;50
30/03/2021;0.0645;0.1613;0.0645;0.4194;0;0.129;0.0645;0.0968;68.18373961
31/03/2021;0.16131613;0.09680968;0.19351935;0.22582258;0.1290129;0.06450645;0.1290129;0;61.89843519
01/04/2021;0;0.16668333;0.16668333;0.49995;0;0.16668333;0;0;79.99760019
02/04/2021;0.1667;0.0667;0.1333;0.2;0.1;0.1333;0.1;0.1;58.8141874
04/04/2021;0;0.1;0.1;0.2;0;0.5;0;0.1;75
05/04/2021;0.3333;0;0.1667;0.3333;0;0.1667;0;0;60.00240009
06/04/2021;0.3333;0;0;0;0.6667;0;0;0;0
07/04/2021;0.25;0.25;0.25;0.25;0;0;0;0;50
08/04/2021;0.36363636;0;0.18181818;0.09090909;0.36363636;0;0;0;42.85714286
09/04/2021;0;0;1;0;0;0;0;0;100
12/04/2021;0;0.14288571;0.14288571;0.28567143;0.21427857;0.14288571;0.07139286;0;74.99562554
15/04/2021;0.23812381;0.04760476;0.19051905;0.04760476;0.28572857;0.09520952;0.04760476;0.04760476;45.45628102
16/04/2021;0.18181818;0.09090909;0.18181818;0.27272727;0;0.18181818;0.09090909;0;62.5
17/04/2021;0.16666667;0.16666667;0.16666667;0.16666667;0.16666667;0.16666667;0;0;50
21/04/2021;0;0;0.5;0;0.5;0;0;0;100
25/04/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
26/04/2021;0.28564287;0;0.14287143;0.14287143;0.14287143;0;0.14287143;0.14287143;50.00874978
27/04/2021;0;0.2;0.2;0.2;0.2;0.2;0;0;66.66666666
28/04/2021;0.1875;0.125;0.125;0.25;0.1875;0.125;0;0;54.54545454
29/04/2021;0;0.33333333;0;0.33333333;0;0.33333333;0;0;50
30/04/2021;0.15151515;0.12121212;0.09090909;0.21212121;0.18181818;0.12121212;0.06060606;0.06060606;52.63157894
01/05/2021;0.25577442;0.06979302;0.16278372;0.0929907;0.23257674;0.11628837;0.06979302;0;43.99724802
02/05/2021;0.0159;0.2698;0.1905;0.2857;0.0159;0.1905;0;0.0317;62.50164063
04/05/2021;0.42855714;0;0.42855714;0.14288571;0;0;0;0;57.14428557
