Data;Medo;Alegria;Tristeza;Confianca;Raiva;Antecipacao;Desgosto;Surpresa;Polaridade
11/05/2021;0.5;0.25;0;0.25;0;0;0;0;25
12/05/2021;0.2;0;0.4;0;0.4;0;0;0;66.66666667
14/05/2021;0.26667333;0;0;0.19998;0.26667333;0;0;0.26667333;42.85408185
15/05/2021;0.16668333;0.04549545;0.21207879;0.09089091;0.16668333;0.06059394;0.18178182;0.07579242;58.8121118
16/05/2021;0;0.33333333;0.11111111;0.22222222;0.11111111;0.11111111;0;0.11111111;50
02/06/2021;0.2857;0;0.1429;0.2857;0;0.2857;0;0;60.00279995
03/06/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
07/06/2021;0;0;0;1;0;0;0;0;100
10/06/2021;0.33333333;0;0;0;0;0.33333333;0;0.33333333;0
12/06/2021;0;0.11111111;0.11111111;0.33333333;0;0.22222222;0.11111111;0.11111111;80
17/06/2021;0.2;0;0.4;0.2;0;0.2;0;0;75
18/06/2021;0;0;1;0;0;0;0;0;100
20/06/2021;0;0.25;0.125;0.25;0;0.25;0;0.125;60
23/06/2021;0.125;0.125;0;0.25;0.125;0.125;0.25;0;50
24/06/2021;0.25;0;0.25;0.25;0;0.25;0;0;66.66666666
27/06/2021;0.125;0;0.125;0.25;0.25;0;0.125;0.125;75
28/06/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
30/06/2021;0.28567143;0;0.21427857;0.14288571;0.14288571;0;0.21427857;0;55.56074039
05/07/2021;0.125;0.25;0;0.125;0;0.125;0.25;0.125;25
06/07/2021;0.2;0;0.4;0.1;0.2;0.1;0;0;71.42857143
08/07/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
10/07/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
14/07/2021;0.1;0.2;0.1;0.3;0;0.1;0.1;0.1;57.14285715
17/07/2021;0.2;0;0.3;0;0.2;0;0.3;0;60
22/07/2021;0;0.5;0;0;0.25;0;0;0.25;0
23/07/2021;0.16666667;0.05558888;0.16666667;0.05558888;0.16666667;0.05558888;0.22215557;0.11107778;50
05/08/2021;0.2;0.0667;0.1333;0.1333;0.2;0.0667;0.2;0;49.99062442
09/08/2021;0.18181818;0;0.18181818;0.18181818;0.18181818;0;0.27272727;0;66.66666666
